Adam,8,m,1
Miran,6,m,1
Charlotte,4,w,1
Eva,4,w,1
Hamza,4,m,1
Liam,4,m,1
Mehmet,4,m,1
Noah,4,m,1
Sophie,4,w,2
Malik,4,m,2
Amira,3,w,1
Lea,3,w,1
Leyla,3,w,1
Marie,3,w,1
Mia,3,w,1
Mila,3,w,1
Olivia,3,w,1
Salma,3,w,1
Selma,3,w,1
Sofia,3,w,1
Amir,3,m,1
